id,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22304,36,Self-emp-inc,107218,Some-college,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,55,United-States,<=50K
22305,51,Private,55500,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22306,39,Local-gov,357962,Assoc-acdm,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,<=50K
22308,51,Local-gov,184542,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22309,43,State-gov,206927,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
22310,35,Private,208165,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K
22312,39,Private,318416,10th,Separated,Other-service,Own-child,Black,Female,0,0,12,United-States,<=50K
22313,23,Private,69911,Preschool,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
22314,26,Private,305304,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22315,25,Local-gov,295289,HS-grad,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
22316,29,Private,275110,Some-college,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,42,United-States,<=50K
22317,30,Private,339773,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
22318,57,State-gov,399246,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1485,40,China,<=50K
22322,21,Private,176178,Some-college,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
22323,25,State-gov,180884,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
22324,61,State-gov,130466,HS-grad,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
22325,59,Private,328525,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,2414,0,15,United-States,<=50K
22326,28,Private,142712,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22327,24,Private,176321,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
22329,29,Private,95423,HS-grad,Married-AF-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,<=50K
22330,49,Self-emp-not-inc,215096,9th,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
22331,41,Local-gov,177599,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
22332,33,Private,123920,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
22333,32,Private,388672,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,16,United-States,<=50K
22335,24,Private,134787,Some-college,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
22337,31,State-gov,86143,HS-grad,Never-married,Protective-serv,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
22339,35,Private,195744,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
22340,50,Local-gov,96062,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
22341,39,Private,215150,9th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
22342,52,Private,270728,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,Cuba,<=50K
22343,44,Private,75012,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
22345,39,Private,50700,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
22348,28,Local-gov,34452,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
22349,19,Private,361341,12th,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,25,Thailand,<=50K
22350,35,Private,78247,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
22351,44,Private,106900,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
22352,40,Self-emp-not-inc,165108,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,England,<=50K
22353,20,Private,406641,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
22355,30,Private,341187,7th-8th,Separated,Transport-moving,Not-in-family,White,Male,0,0,35,United-States,<=50K
22357,75,Private,104896,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,2653,0,20,United-States,<=50K
22358,17,Private,342752,11th,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
22359,20,Private,47541,Some-college,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
22360,25,Private,233461,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,0,0,30,United-States,<=50K
22361,27,Private,303954,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
22362,19,Private,163015,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
22363,21,Private,75763,Some-college,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
22364,19,Private,43003,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
22365,42,Private,328239,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
22366,28,Private,130856,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
22368,59,Private,170148,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
22369,48,Self-emp-inc,213140,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,<=50K
22370,33,Local-gov,175509,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
22371,27,Private,173611,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
22373,24,Private,64520,7th-8th,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
22375,24,Private,258700,5th-6th,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,40,Mexico,<=50K
22376,29,Private,34796,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
22377,24,Private,124963,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K
22378,24,Private,65743,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
22379,28,Private,161087,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,45,Jamaica,<=50K
22380,36,Federal-gov,203836,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
22381,58,State-gov,110199,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22382,51,Private,316059,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K
22384,39,Private,193689,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22385,26,Private,60722,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
22386,39,Private,187847,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22387,28,Private,233275,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
22389,45,Private,201865,Bachelors,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
22390,45,Private,118889,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22391,23,State-gov,368739,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22392,38,Private,123833,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,1408,40,United-States,<=50K
22393,38,Private,171344,11th,Married-spouse-absent,Transport-moving,Own-child,White,Male,0,0,36,Mexico,<=50K
22394,39,Private,153976,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22395,52,Private,374883,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
22396,17,Private,167658,12th,Never-married,Sales,Own-child,White,Female,0,0,6,United-States,<=50K
22397,31,Private,348504,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
22398,22,Private,258509,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,0,0,24,United-States,<=50K
22399,47,State-gov,108890,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,1831,0,38,United-States,<=50K
22400,28,Private,188236,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22401,41,Private,425049,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
22402,29,Private,142555,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,42,United-States,<=50K
22403,52,Federal-gov,207841,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
22404,35,Private,187329,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22405,28,Private,270973,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22407,45,Local-gov,160187,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
22408,21,Private,197918,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
22409,74,Private,192290,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,<=50K
22410,29,Private,241895,HS-grad,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
22411,39,Local-gov,164515,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
22413,23,Self-emp-inc,306868,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
22414,32,Local-gov,169837,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
22416,23,Private,240049,Preschool,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Laos,<=50K
22417,18,Private,164441,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
22418,38,Private,179314,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
22419,33,Private,319854,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,4650,0,35,United-States,<=50K
22420,19,Self-emp-inc,148955,Some-college,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,35,South,<=50K
22421,23,Private,32950,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,4101,0,40,United-States,<=50K
22422,37,Private,206699,HS-grad,Divorced,Tech-support,Own-child,White,Male,0,0,45,United-States,<=50K
22423,25,Private,385646,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
22425,32,Private,97306,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,<=50K
22426,18,Self-emp-not-inc,29582,11th,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
22427,25,Private,220284,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,Mexico,<=50K
22428,53,Private,240914,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22430,27,Private,105817,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
22431,24,State-gov,330836,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
22432,54,Self-emp-not-inc,36327,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
22433,23,Private,33423,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
22434,45,Private,75673,Assoc-voc,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
22436,44,Local-gov,196456,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K
22437,24,Private,111450,HS-grad,Never-married,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
22438,39,Private,115289,Some-college,Divorced,Sales,Own-child,White,Male,0,1380,70,United-States,<=50K
22439,50,Private,74879,HS-grad,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
22441,58,Private,272902,Bachelors,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
22442,44,Self-emp-inc,220230,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,48,United-States,<=50K
22443,24,Private,90934,Bachelors,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,55,United-States,<=50K
22447,34,Private,195602,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
22448,40,Private,70761,Assoc-acdm,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
22449,53,Private,142717,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
22450,24,Private,124242,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22451,26,Private,287797,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
22452,22,Private,188274,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22453,36,Private,171968,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22454,43,Local-gov,94937,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,28,United-States,<=50K
22455,60,Private,109511,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
22457,34,Self-emp-not-inc,120672,7th-8th,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,10,United-States,<=50K
22458,46,Private,130779,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
22459,46,Local-gov,441542,Bachelors,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
22460,69,Private,114801,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
22463,61,Private,180382,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3411,0,45,United-States,<=50K
22465,47,Private,139268,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
22466,29,Private,126208,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
22467,37,Private,186191,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,<=50K
22469,33,Private,181388,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
22471,24,Private,188925,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22472,37,Self-emp-not-inc,149230,Assoc-voc,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
22473,40,Private,388725,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
22474,34,Private,113543,Masters,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
22475,69,Federal-gov,143849,11th,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
22476,41,Self-emp-not-inc,97277,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,0,0,10,United-States,<=50K
22477,40,Private,199303,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22478,57,Private,124852,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
22479,26,Private,50053,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
22481,39,Private,337898,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
22482,51,Federal-gov,124076,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22484,51,Private,280278,10th,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
22485,17,Private,241185,12th,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
22486,42,Private,202188,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,1741,50,United-States,<=50K
22487,42,Private,198422,Some-college,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22489,43,Private,212847,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
22492,21,Private,313873,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K
22493,31,Private,144064,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
22494,60,Private,139586,Assoc-voc,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,>50K
22495,32,Private,419691,12th,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
22496,27,Private,195562,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,0,0,20,United-States,<=50K
22497,40,Private,205706,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
22498,18,Private,54440,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
22499,43,Private,200734,HS-grad,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
22501,31,Private,159589,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,85,United-States,<=50K
22502,28,Private,300915,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
22503,44,Private,185057,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
22504,37,Self-emp-not-inc,42044,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,<=50K
22506,42,Private,212737,9th,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
22507,18,Private,236069,10th,Never-married,Other-service,Own-child,Black,Male,0,0,10,United-States,<=50K
22510,54,Private,145419,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1672,50,United-States,<=50K
22511,56,Private,147202,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,Germany,<=50K
22512,27,Private,29261,Some-college,Never-married,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K
22513,26,Private,359543,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,<=50K
22514,41,Local-gov,227644,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22515,32,Private,188154,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
22516,18,Private,110142,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
22517,36,Private,186415,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,<=50K
22518,37,Private,175720,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
22519,31,Private,172865,5th-6th,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,Mexico,<=50K
22520,46,Private,35969,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States,<=50K
22521,24,Private,433330,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
22522,25,Self-emp-inc,160261,Bachelors,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,35,Taiwan,<=50K
22523,55,Private,189528,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
22524,64,Local-gov,113324,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
22525,30,Local-gov,118500,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22526,65,Private,89681,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,<=50K
22527,46,Federal-gov,199925,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
22529,18,Private,444607,Some-college,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
22530,32,Private,176998,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
22532,35,Private,180686,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,40,United-States,<=50K
22533,26,Private,108019,HS-grad,Never-married,Craft-repair,Own-child,White,Male,3325,0,40,United-States,<=50K
22534,24,Private,153542,Some-college,Never-married,Sales,Other-relative,White,Male,0,0,35,United-States,<=50K
22536,36,Private,185394,10th,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,34,United-States,<=50K
22537,44,Private,222703,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Nicaragua,<=50K
22538,23,Private,183945,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
22539,57,Private,161964,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
22541,20,Local-gov,312427,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,30,Puerto-Rico,<=50K
22542,32,Private,53373,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
22544,38,Self-emp-inc,124665,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,0,0,20,United-States,<=50K
22545,29,Private,146719,HS-grad,Never-married,Transport-moving,Not-in-family,White,Female,0,0,45,United-States,<=50K
22546,22,Private,306593,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
22547,21,Private,156687,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,30,India,<=50K
22548,40,Local-gov,153489,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Male,3137,0,40,United-States,<=50K
22550,45,State-gov,127089,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
22551,76,Local-gov,329355,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0,0,13,United-States,<=50K
22552,49,Local-gov,304246,Masters,Separated,Prof-specialty,Unmarried,White,Female,0,0,70,United-States,<=50K
22554,22,Private,148294,11th,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
22555,47,Private,298037,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,<=50K
22556,26,Private,98155,HS-grad,Married-AF-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
22557,21,Private,102766,Some-college,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
22558,27,Private,78529,HS-grad,Never-married,Transport-moving,Own-child,White,Female,0,0,15,United-States,<=50K
22559,26,Private,136309,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
22560,20,Private,275357,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,0,0,25,United-States,<=50K
22561,31,Self-emp-not-inc,33117,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,England,<=50K
22562,57,Local-gov,199546,Masters,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
22563,39,Private,184128,11th,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
22565,66,Private,126511,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
22566,34,Local-gov,325792,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22567,21,Private,119474,HS-grad,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
22569,49,Local-gov,321851,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
22570,48,Self-emp-not-inc,108557,Some-college,Divorced,Sales,Not-in-family,White,Female,3325,0,60,United-States,<=50K
22571,19,State-gov,67217,Some-college,Never-married,Other-service,Not-in-family,White,Male,594,0,24,United-States,<=50K
22572,42,Private,195508,11th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
22573,59,Private,102193,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
22574,63,Private,20323,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
22575,26,Private,122206,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
22576,41,Private,200652,9th,Divorced,Other-service,Other-relative,White,Female,0,0,35,United-States,<=50K
22577,42,Private,173590,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1628,40,United-States,<=50K
22578,19,Private,184121,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
22579,45,Local-gov,53123,11th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,<=50K
22581,47,Private,316101,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22582,34,Private,34080,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,England,<=50K
22584,36,Private,126954,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
22585,39,Private,120074,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
22586,52,Self-emp-not-inc,77336,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22587,18,Private,60981,Some-college,Never-married,Sales,Own-child,White,Female,2176,0,35,United-States,<=50K
22588,59,Private,77884,Assoc-voc,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
22593,54,Local-gov,184620,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22594,22,Private,34443,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,25,United-States,<=50K
22595,43,Private,459342,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22596,48,Local-gov,148549,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
22597,24,Private,254293,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,45,United-States,<=50K
22599,26,Private,238367,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
22604,46,Private,319163,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
22605,52,Local-gov,378045,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
22606,44,Private,177083,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22607,56,Self-emp-inc,119891,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,40,United-States,<=50K
